CODCLI,CODART,Cliente,Pais,Comunidad autÃ³noma,Provincia,Zona,ArtÃ­culo,Serie,Nfactura,Fecha,Unidades,Precio,Costo,status,name_complete
5,10,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Monociclo,S1,2311,43228,14,"227,99","191,51",Delivered,Carlos Eduardo Pérez
5,13,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Casco bicicleta,S1,2312,43228,58,"45,59","38,3",Pending,Carlos Eduardo Pérez
5,15,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Gafas,S1,2313,43228,117,"51,52","43,28",Returned,Carlos Eduardo Pérez
6,1,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S1,2314,43230,11,"612,25","612,25",Pending,Luisa Margarita Ramírez
6,4,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S1,2315,43230,20,"299,99","299,99",Pending,Luisa Margarita Ramírez
6,11,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera modelo C,S1,2316,43230,17,"599,99","599,99",Confirmed,Luisa Margarita Ramírez
6,13,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Casco bicicleta,S1,2317,43230,13,"47,99","47,99",Pending,Luisa Margarita Ramírez
6,14,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S1,2318,43230,20,"70,12","70,12",Confirmed,Luisa Margarita Ramírez
6,15,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Gafas,S1,2319,43230,22,"54,23","54,23",Delivered,Luisa Margarita Ramírez
8,1,CARLA VANESA MADRIZ ARGUELLO,NICARAGUA,JINOTEGA,JINOTEGA,Oeste,Bicicleta carrera,S1,2320,43232,17,"612,25","612,25",Confirmed,Rosa Elena Fernández
8,2,CARLA VANESA MADRIZ ARGUELLO,NICARAGUA,JINOTEGA,JINOTEGA,Oeste,Bicicleta mountain infantil,S1,2321,43232,19,"129,99","129,99",Confirmed,Rosa Elena Fernández
8,6,CARLA VANESA MADRIZ ARGUELLO,NICARAGUA,JINOTEGA,JINOTEGA,Oeste,Bicicleta infantil,S1,2322,43232,13,"49,99","49,99",Delivered,Rosa Elena Fernández
8,11,CARLA VANESA MADRIZ ARGUELLO,NICARAGUA,JINOTEGA,JINOTEGA,Oeste,Bicicleta carrera modelo C,S1,2323,43232,4,"599,99","599,99",Pending,Rosa Elena Fernández
8,12,CARLA VANESA MADRIZ ARGUELLO,NICARAGUA,JINOTEGA,JINOTEGA,Oeste,Asiento para bicicleta velocidad,S1,2324,43232,29,"47,56","47,56",Shipped,Rosa Elena Fernández
8,13,CARLA VANESA MADRIZ ARGUELLO,NICARAGUA,JINOTEGA,JINOTEGA,Oeste,Casco bicicleta,S1,2325,43232,29,"47,99","47,99",Returned,Rosa Elena Fernández
8,14,CARLA VANESA MADRIZ ARGUELLO,NICARAGUA,JINOTEGA,JINOTEGA,Oeste,EmpuÃ±adura,S1,2326,43232,29,"70,12","70,12",Shipped,Rosa Elena Fernández
8,15,CARLA VANESA MADRIZ ARGUELLO,NICARAGUA,JINOTEGA,JINOTEGA,Oeste,Gafas,S1,2327,43232,44,"54,23","54,23",Confirmed,Rosa Elena Fernández
13,1,JOSE ABRAHAM PALACIOS MARADIAGA,NICARAGUA,BOACO,BOACO,Oeste,Bicicleta carrera,S1,2328,43240,20,"551,02","413,27",Confirmed,Ricardo Emilio Sánchez
13,2,JOSE ABRAHAM PALACIOS MARADIAGA,NICARAGUA,BOACO,BOACO,Oeste,Bicicleta mountain infantil,S1,2329,43240,16,"116,99","98,27",Delivered,Ricardo Emilio Sánchez
13,4,JOSE ABRAHAM PALACIOS MARADIAGA,NICARAGUA,BOACO,BOACO,Oeste,Bicicleta carrera mod. A,S1,2330,43240,22,"269,99","213,29",Returned,Ricardo Emilio Sánchez
13,5,JOSE ABRAHAM PALACIOS MARADIAGA,NICARAGUA,BOACO,BOACO,Oeste,Bicicleta carrera mod. B,S1,2331,43240,19,"494,99","391,04",Pending,Ricardo Emilio Sánchez
13,12,JOSE ABRAHAM PALACIOS MARADIAGA,NICARAGUA,BOACO,BOACO,Oeste,Asiento para bicicleta velocidad,S1,2332,43240,29,"42,8","35,95",Returned,Ricardo Emilio Sánchez
13,13,JOSE ABRAHAM PALACIOS MARADIAGA,NICARAGUA,BOACO,BOACO,Oeste,Casco bicicleta,S1,2333,43240,73,"43,19","36,28",Confirmed,Ricardo Emilio Sánchez
13,3,JOSE ABRAHAM PALACIOS MARADIAGA,NICARAGUA,BOACO,BOACO,Oeste,Bicicleta dual,S1,2334,43240,1,"314,99","267,74",Pending,Ricardo Emilio Sánchez
15,1,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Bicicleta carrera,S1,2335,43240,20,"612,25","520,41",Pending,Fernando Andrés Ortega
15,2,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Bicicleta mountain infantil,S1,2336,43240,16,"129,99","110,49",Delivered,Fernando Andrés Ortega
15,5,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Bicicleta carrera mod. B,S1,2337,43240,19,"549,99","467,49",Returned,Fernando Andrés Ortega
15,8,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Bicicleta paseo,S1,2338,43240,2,"179,99","152,99",Returned,Fernando Andrés Ortega
15,14,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,EmpuÃ±adura,S1,2339,43240,29,"70,12","59,6",Shipped,Fernando Andrés Ortega
15,15,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Gafas,S1,2340,43240,58,"54,23","46,1",Shipped,Fernando Andrés Ortega
15,9,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Bicicleta tres asientos,S1,2341,43240,1,"449,99","382,49",Delivered,Fernando Andrés Ortega
16,1,"DEPORTES DE MASAYA, S.L.",NICARAGUA,MASAYA,MASAYA,Este,Bicicleta carrera,S1,2342,43241,20,"551,02","413,27",Shipped,Valeria Beatriz Herrera
16,2,"DEPORTES DE MASAYA, S.L.",NICARAGUA,MASAYA,MASAYA,Este,Bicicleta mountain infantil,S1,2343,43241,16,"116,99","98,27",Returned,Valeria Beatriz Herrera
16,8,"DEPORTES DE MASAYA, S.L.",NICARAGUA,MASAYA,MASAYA,Este,Bicicleta paseo,S1,2344,43241,17,"161,99","136,07",Pending,Valeria Beatriz Herrera
16,10,"DEPORTES DE MASAYA, S.L.",NICARAGUA,MASAYA,MASAYA,Este,Monociclo,S1,2345,43241,200,"215,99","183,59",Delivered,Valeria Beatriz Herrera
16,12,"DEPORTES DE MASAYA, S.L.",NICARAGUA,MASAYA,MASAYA,Este,Asiento para bicicleta velocidad,S1,2346,43241,29,"42,8","35,95",Shipped,Valeria Beatriz Herrera
16,15,"DEPORTES DE MASAYA, S.L.",NICARAGUA,MASAYA,MASAYA,Este,Gafas,S1,2347,43241,58,"48,81",41,Confirmed,Valeria Beatriz Herrera
18,1,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Bicicleta carrera,S1,2348,43245,17,"581,64","436,23",Pending,Margarita Susana Rivas
18,2,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Bicicleta mountain infantil,S1,2349,43245,16,"123,49","103,73",Confirmed,Margarita Susana Rivas
18,8,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Bicicleta paseo,S1,2350,43245,1,"170,99","145,34",Confirmed,Margarita Susana Rivas
18,12,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Asiento para bicicleta velocidad,S1,2351,43245,44,"45,18","37,95",Delivered,Margarita Susana Rivas
18,9,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Bicicleta tres asientos,S1,2352,43245,1,"427,49","363,37",Confirmed,Margarita Susana Rivas
1,1,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S1,2353,43256,12,"551,02","446,33",Pending,Juan Carlos González
1,2,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta mountain infantil,S1,2354,43256,24,100,100,Returned,Juan Carlos González
1,4,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S1,2355,43256,12,"269,99","207,89",Delivered,Juan Carlos González
1,5,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. B,S1,2356,43256,12,"494,99","381,14",Delivered,Juan Carlos González
1,6,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta infantil,S1,2357,43256,12,"44,99","37,79",Shipped,Juan Carlos González
1,7,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Mountain bike,S1,2358,43256,24,"53,99","45,35",Returned,Juan Carlos González
1,8,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta paseo,S1,2359,43256,12,"161,99","136,07",Shipped,Juan Carlos González
1,11,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera modelo C,S1,2360,43256,24,"539,99","415,79",Returned,Juan Carlos González
1,10,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Monociclo,S1,2361,43256,2,"215,99","183,59",Pending,Juan Carlos González
1,12,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Asiento para bicicleta velocidad,S1,2362,43256,2,"42,8","36,38",Delivered,Juan Carlos González
1,13,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Casco bicicleta,S1,2363,43256,2,"43,19","36,71",Delivered,Juan Carlos González
1,14,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S1,2364,43256,2,"63,11","53,65",Confirmed,Juan Carlos González
1,15,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Gafas,S1,2365,43256,2,"48,81","41,49",Shipped,Juan Carlos González
1,3,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta dual,S1,2366,43256,2,"314,99","267,74",Pending,Juan Carlos González
1,9,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta tres asientos,S1,2367,43256,2,"404,99","344,24",Delivered,Juan Carlos González
4,1,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S1,2368,43258,10,"581,64","581,64",Pending,Ana Patricia Martínez
4,2,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta mountain infantil,S1,2369,43258,7,"123,49","123,49",Confirmed,Ana Patricia Martínez
4,4,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S1,2370,43258,10,"284,99","284,99",Shipped,Ana Patricia Martínez
4,6,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta infantil,S1,2371,43258,17,"47,49","47,49",Delivered,Ana Patricia Martínez
4,7,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Mountain bike,S1,2372,43258,14,"56,99","56,99",Confirmed,Ana Patricia Martínez
4,10,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Monociclo,S1,2373,43258,12,"227,99","227,99",Delivered,Ana Patricia Martínez
4,12,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Asiento para bicicleta velocidad,S1,2374,43258,12,"45,18","45,18",Delivered,Ana Patricia Martínez
4,14,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S1,2375,43258,24,"66,61","66,61",Shipped,Ana Patricia Martínez
4,9,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta tres asientos,S1,2376,43258,12,"427,49","427,49",Confirmed,Ana Patricia Martínez
6,1,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S1,2377,43261,9,"612,25","612,25",Returned,Luisa Margarita Ramírez
6,4,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S1,2378,43261,17,"299,99","299,99",Pending,Luisa Margarita Ramírez
6,11,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera modelo C,S1,2379,43261,14,"599,99","599,99",Shipped,Luisa Margarita Ramírez
6,13,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Casco bicicleta,S1,2380,43261,10,"47,99","47,99",Confirmed,Luisa Margarita Ramírez
6,14,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S1,2381,43261,17,"70,12","70,12",Returned,Luisa Margarita Ramírez
6,15,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Gafas,S1,2382,43261,18,"54,23","54,23",Returned,Luisa Margarita Ramírez
7,1,FELIX RODOLFO GARCIA ARIAS,NICARAGUA,MADRIZ,MADRIZ,Norte,Bicicleta carrera,S1,2383,43263,10,"612,25","612,25",Shipped,Pedro Antonio Gutiérrez
7,2,FELIX RODOLFO GARCIA ARIAS,NICARAGUA,MADRIZ,MADRIZ,Norte,Bicicleta mountain infantil,S1,2384,43263,10,"129,99","129,99",Shipped,Pedro Antonio Gutiérrez
7,8,FELIX RODOLFO GARCIA ARIAS,NICARAGUA,MADRIZ,MADRIZ,Norte,Bicicleta paseo,S1,2385,43263,4,"179,99","179,99",Confirmed,Pedro Antonio Gutiérrez
7,11,FELIX RODOLFO GARCIA ARIAS,NICARAGUA,MADRIZ,MADRIZ,Norte,Bicicleta carrera modelo C,S1,2386,43263,4,"599,99","599,99",Confirmed,Pedro Antonio Gutiérrez
7,15,FELIX RODOLFO GARCIA ARIAS,NICARAGUA,MADRIZ,MADRIZ,Norte,Gafas,S1,2387,43263,80,"54,23","54,23",Delivered,Pedro Antonio Gutiérrez
9,2,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta mountain infantil,S1,2388,43263,19,"123,49","123,49",Delivered,Jorge Alberto Vargas
9,4,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta carrera mod. A,S1,2389,43263,19,"284,99","284,99",Shipped,Jorge Alberto Vargas
9,7,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Mountain bike,S1,2390,43263,4,"56,99","56,99",Pending,Jorge Alberto Vargas
9,8,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta paseo,S1,2391,43263,3,"170,99","170,99",Shipped,Jorge Alberto Vargas
9,10,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Monociclo,S1,2392,43263,1,"227,99","227,99",Delivered,Jorge Alberto Vargas
9,3,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta dual,S1,2393,43263,1,"332,49","332,49",Confirmed,Jorge Alberto Vargas
9,9,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta tres asientos,S1,2394,43263,1,"427,49","427,49",Returned,Jorge Alberto Vargas
11,1,ANTONIO DE JESUS PAIZ JUAREZ,NICARAGUA,RIO SAN JUAN,RIO SAN JUAN,Norte,Bicicleta carrera,S1,2395,43266,17,"581,64","581,64",Returned,Daniel Esteban Morales
11,4,ANTONIO DE JESUS PAIZ JUAREZ,NICARAGUA,RIO SAN JUAN,RIO SAN JUAN,Norte,Bicicleta carrera mod. A,S1,2396,43266,18,"284,99","284,99",Confirmed,Daniel Esteban Morales
11,5,ANTONIO DE JESUS PAIZ JUAREZ,NICARAGUA,RIO SAN JUAN,RIO SAN JUAN,Norte,Bicicleta carrera mod. B,S1,2397,43266,15,"522,49","522,49",Pending,Daniel Esteban Morales
11,3,ANTONIO DE JESUS PAIZ JUAREZ,NICARAGUA,RIO SAN JUAN,RIO SAN JUAN,Norte,Bicicleta dual,S1,2398,43266,1,"332,49","332,49",Returned,Daniel Esteban Morales
12,1,ESTEBAN TOMAS RUEDA VALLECILLO,NICARAGUA,MANAGUA,MANAGUA,Oeste,Bicicleta carrera,S1,2399,43271,17,"612,25","612,25",Delivered,Camila Sofía Castillo
12,2,ESTEBAN TOMAS RUEDA VALLECILLO,NICARAGUA,MANAGUA,MANAGUA,Oeste,Bicicleta mountain infantil,S1,2400,43271,13,"129,99","129,99",Returned,Camila Sofía Castillo
12,5,ESTEBAN TOMAS RUEDA VALLECILLO,NICARAGUA,MANAGUA,MANAGUA,Oeste,Bicicleta carrera mod. B,S1,2401,43271,15,"549,99","549,99",Pending,Camila Sofía Castillo
12,8,ESTEBAN TOMAS RUEDA VALLECILLO,NICARAGUA,MANAGUA,MANAGUA,Oeste,Bicicleta paseo,S1,2402,43271,7,"179,99","179,99",Confirmed,Camila Sofía Castillo
12,12,ESTEBAN TOMAS RUEDA VALLECILLO,NICARAGUA,MANAGUA,MANAGUA,Oeste,Asiento para bicicleta velocidad,S1,2403,43271,24,"47,56","47,56",Confirmed,Camila Sofía Castillo
12,15,ESTEBAN TOMAS RUEDA VALLECILLO,NICARAGUA,MANAGUA,MANAGUA,Oeste,Gafas,S1,2404,43271,48,"54,23","54,23",Shipped,Camila Sofía Castillo
12,3,ESTEBAN TOMAS RUEDA VALLECILLO,NICARAGUA,MANAGUA,MANAGUA,Oeste,Bicicleta dual,S1,2405,43271,1,"349,99","349,99",Delivered,Camila Sofía Castillo
15,1,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Bicicleta carrera,S1,2406,43271,17,"612,25","520,41",Returned,Fernando Andrés Ortega
15,2,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Bicicleta mountain infantil,S1,2407,43271,13,"129,99","110,49",Shipped,Fernando Andrés Ortega
15,5,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Bicicleta carrera mod. B,S1,2408,43271,15,"549,99","467,49",Shipped,Fernando Andrés Ortega
15,8,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Bicicleta paseo,S1,2409,43271,2,"179,99","152,99",Shipped,Fernando Andrés Ortega
15,14,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,EmpuÃ±adura,S1,2410,43271,24,"70,12","59,6",Shipped,Fernando Andrés Ortega
15,15,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Gafas,S1,2411,43271,48,"54,23","46,1",Returned,Fernando Andrés Ortega
15,9,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Bicicleta tres asientos,S1,2412,43271,1,"449,99","382,49",Delivered,Fernando Andrés Ortega
17,1,JORGE BISMARK MEZA VASQUEZ,NICARAGUA,CHINANDEGA,CHINANDEGA,Este,Bicicleta carrera,S1,2413,43274,17,"581,64","581,64",Delivered,Oscar David Salinas
17,4,JORGE BISMARK MEZA VASQUEZ,NICARAGUA,CHINANDEGA,CHINANDEGA,Este,Bicicleta carrera mod. A,S1,2414,43274,18,"284,99","284,99",Delivered,Oscar David Salinas
18,1,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Bicicleta carrera,S1,2415,43276,14,"581,64","436,23",Shipped,Margarita Susana Rivas
18,2,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Bicicleta mountain infantil,S1,2416,43276,13,"123,49","103,73",Pending,Margarita Susana Rivas
18,8,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Bicicleta paseo,S1,2417,43276,1,"170,99","145,34",Returned,Margarita Susana Rivas
18,12,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Asiento para bicicleta velocidad,S1,2418,43276,36,"45,18","37,95",Confirmed,Margarita Susana Rivas
18,9,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Bicicleta tres asientos,S1,2419,43276,1,"427,49","363,37",Pending,Margarita Susana Rivas
19,4,"DEPORTES PALMERA, S.A.",NICARAGUA,CHONTALES,CHONTALES,Centro,Bicicleta carrera mod. A,S1,2420,43276,9,"269,99","215,99",Shipped,Diego Alejandro Núñez
19,5,"DEPORTES PALMERA, S.A.",NICARAGUA,CHONTALES,CHONTALES,Centro,Bicicleta carrera mod. B,S1,2421,43276,3,"494,99","395,99",Delivered,Diego Alejandro Núñez
19,8,"DEPORTES PALMERA, S.A.",NICARAGUA,CHONTALES,CHONTALES,Centro,Bicicleta paseo,S1,2422,43276,3,"161,99","137,69",Returned,Diego Alejandro Núñez
1,1,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S1,2423,43286,10,"551,02","446,33",Delivered,Juan Carlos González
1,2,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta mountain infantil,S1,2424,43286,20,100,100,Confirmed,Juan Carlos González
1,4,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S1,2425,43286,10,"269,99","207,89",Confirmed,Juan Carlos González
1,5,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. B,S1,2426,43286,10,"494,99","381,14",Shipped,Juan Carlos González
1,6,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta infantil,S1,2427,43286,10,"44,99","37,79",Returned,Juan Carlos González
1,7,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Mountain bike,S1,2428,43286,20,"53,99","45,35",Shipped,Juan Carlos González
1,8,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta paseo,S1,2429,43286,10,"161,99","136,07",Returned,Juan Carlos González
1,11,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera modelo C,S1,2430,43286,20,"539,99","415,79",Returned,Juan Carlos González
1,10,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Monociclo,S1,2431,43286,30,"215,99","183,59",Shipped,Juan Carlos González
1,12,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Asiento para bicicleta velocidad,S1,2432,43286,30,"42,8","36,38",Pending,Juan Carlos González
1,13,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Casco bicicleta,S1,2433,43286,30,"43,19","36,71",Returned,Juan Carlos González
1,14,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S1,2434,43286,30,"63,11","53,65",Pending,Juan Carlos González
1,15,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Gafas,S1,2435,43286,30,"48,81","41,49",Delivered,Juan Carlos González
1,3,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta dual,S1,2436,43286,2,"314,99","267,74",Delivered,Juan Carlos González
1,9,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta tres asientos,S1,2437,43286,2,"404,99","344,24",Confirmed,Juan Carlos González
2,1,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S1,2438,43286,10,"581,64","581,64",Confirmed,María Fernanda López
2,2,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta mountain infantil,S1,2439,43286,10,"123,49","123,49",Confirmed,María Fernanda López
2,4,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S1,2440,43286,10,"284,99","284,99",Confirmed,María Fernanda López
2,5,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. B,S1,2441,43286,10,"522,49","522,49",Delivered,María Fernanda López
2,6,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta infantil,S1,2442,43286,20,"47,49","47,49",Pending,María Fernanda López
2,7,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Mountain bike,S1,2443,43286,20,"56,99","56,99",Returned,María Fernanda López
2,8,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta paseo,S1,2444,43286,20,"170,99","170,99",Delivered,María Fernanda López
2,11,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera modelo C,S1,2445,43286,20,"569,99","569,99",Confirmed,María Fernanda López
2,10,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Monociclo,S1,2446,43286,30,"227,99","227,99",Shipped,María Fernanda López
2,12,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Asiento para bicicleta velocidad,S1,2447,43286,10,"45,18","45,18",Confirmed,María Fernanda López
2,13,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Casco bicicleta,S1,2448,43286,10,"45,59","45,59",Returned,María Fernanda López
2,14,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S1,2449,43286,10,"66,61","66,61",Confirmed,María Fernanda López
2,15,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Gafas,S1,2450,43286,10,"51,52","51,52",Confirmed,María Fernanda López
